0	2	84.3821	-69.4747
0	3	95.105	-63.5575
0	4	57.4754	-51.4526
0	6	41.3668	-33.3359
0	7	115.5743	-51.3024
0	8	105.7723	-45.2722
0	9	68.2146	-32.3313
0	10	100.4862	-33.6104
0	11	92.2563	-30.5601
0	12	85.5688	-27.3389
0	13	67.2916	-59.0248
0	14	88.1042	-32.6909
1	2	84.5787	-69.3829
1	3	95.4032	-63.4384
1	4	57.6063	-51.6123
1	6	40.9533	-33.2451
1	7	115.4291	-51.2435
1	8	105.6449	-45.1094
1	9	68.0342	-32.5233
1	10	100.388	-33.3232
1	11	92.0584	-30.4173
1	12	85.3328	-27.3118
1	13	67.4581	-59.2077
1	14	88.0531	-32.6671
2	2	84.7795	-69.2884
2	3	95.7078	-63.3192
2	4	57.7412	-51.7756
2	6	40.5302	-33.1526
2	7	115.2797	-51.1812
2	8	105.5141	-44.9402
2	9	67.8533	-32.7213
2	10	100.2911	-33.0302
2	11	91.8562	-30.2749
2	12	85.0925	-27.2869
2	13	67.6299	-59.3913
2	14	88.0014	-32.6426
3	2	84.9843	-69.1918
3	3	96.0185	-63.1997
3	4	57.8808	-51.9431
3	6	40.0987	-33.0578
3	7	115.1267	-51.1163
3	8	105.379	-44.7662
3	9	67.6718	-32.9235
3	10	100.1953	-32.7322
3	11	91.6508	-30.1327
3	12	84.8487	-27.2642
3	13	67.8059	-59.5751
3	14	87.9491	-32.6181
4	2	85.1918	-69.092
4	3	96.3335	-63.0804
4	4	58.023	-52.1128
4	6	39.6602	-32.9609
4	7	114.9701	-51.0491
4	8	105.2406	-44.5868
4	9	67.49	-33.1295
4	10	100.1011	-32.4304
4	11	91.4426	-29.9912
4	12	84.6017	-27.2444
4	13	67.9868	-59.758
4	14	87.8963	-32.5939
5	2	85.4013	-68.989
5	3	96.6526	-62.9613
5	4	58.1681	-52.2847
5	6	39.2153	-32.8618
5	7	114.8103	-50.9798
5	8	105.0993	-44.403
5	9	67.3089	-33.3382
5	10	100.0095	-32.1246
5	11	91.2325	-29.8506
5	12	84.3523	-27.2275
5	13	68.1724	-59.9392
5	14	87.8438	-32.5695
6	2	85.6133	-68.8833
