29	9	166.9547	-21.5006
30	9	166.6558	-21.8514
31	9	166.3551	-22.2068
32	9	166.0528	-22.5652
33	9	165.7497	-22.9254
34	9	165.4462	-23.2869
35	9	165.1422	-23.6492
36	9	164.8394	-24.0114
37	9	164.5374	-24.3729
38	9	164.2369	-24.7339
39	9	163.9379	-25.0939
40	9	163.6395	-25.4525
41	9	163.3424	-25.81
42	9	163.0468	-26.1661
43	9	162.7529	-26.5211
44	9	162.4613	-26.8741
45	9	162.1732	-27.2237
46	9	161.8876	-27.5715
47	9	161.6038	-27.9174
48	9	161.3219	-28.2615
49	9	161.0416	-28.6036
50	9	160.7626	-28.9447
51	9	160.4848	-29.284
52	9	160.2082	-29.6213
53	9	159.9333	-29.9561
54	9	159.6604	-30.2891
54	10	85.8303	-109.965
55	9	159.3903	-30.6191
55	10	86.2178	-109.6597
56	9	159.122	-30.9478
56	10	86.6088	-109.3496
57	9	158.856	-31.2747
57	10	87.0034	-109.0354
58	9	158.5925	-31.5996
58	10	87.4007	-108.7185
59	9	158.3318	-31.9219
59	10	87.8005	-108.3984
60	9	158.0733	-32.2424
60	10	88.2023	-108.0761
61	9	157.8166	-32.5609
61	10	88.6056	-107.7516
62	9	157.5608	-32.8765
62	10	89.0106	-107.4256
63	9	157.3063	-33.1913
63	10	89.4166	-107.0992
64	9	157.0538	-33.5055
64	10	89.8235	-106.7726
65	9	156.8019	-33.8186
65	10	90.2304	-106.4464
66	9	156.5508	-34.1302
66	10	90.6376	-106.1203
67	9	156.301	-34.4405
67	10	91.0447	-105.7935
68	9	156.0535	-34.7477
68	10	91.4516	-105.4669
69	9	155.8089	-35.0518
69	10	91.8579	-105.14
70	9	155.5656	-35.3544
70	10	92.2636	-104.8139
71	9	155.3228	-35.6551
71	10	92.6688	-104.488
72	9	155.0812	-35.9546
72	10	93.0739	-104.1629
73	9	154.84	-36.2521
73	10	93.4783	-103.8379
74	9	154.5994	-36.5481
74	10	93.8817	-103.5132
75	9	154.36	-36.8426
75	10	94.2841	-103.1902
76	9	154.1218	-37.1361
76	10	94.6861	-102.8687
77	9	153.8846	-37.4283
77	10	95.0874	-102.548
78	9	153.6476	-37.7195
78	10	95.4882	-102.2284
79	9	153.4117	-38.0106
79	10	95.8883	-101.9102
80	9	153.1758	-38.3004
80	10	96.2875	-101.5935
81	9	152.9403	-38.5894
81	10	96.6857	-101.2777
82	9	152.705	-38.878
82	10	97.0833	-100.9639
83	9	152.4694	-39.1652
83	10	97.4797	-100.6512
84	9	152.2339	-39.451
84	10	97.8748	-100.3395
85	9	151.9981	-39.7348
85	10	98.2692	-100.0296
86	9	151.7624	-40.017
86	10	98.6623	-99.7209
87	9	151.5257	-40.2966
87	10	99.0551	-99.4138
88	9	151.2881	-40.5734
88	10	99.4465	-99.1078
89	9	151.0501	-40.8465
89	10	99.8373	-98.8029
